"time","posRate"
1,0.214285714285714
2,0.218181818181818
3,0.28125
4,0.163934426229508
5,0.25
6,0.292682926829268
7,0.142857142857143
8,0.254237288135593
9,0.12962962962963
10,0.125
11,0.188679245283019
12,0.177777777777778
13,0.101449275362319
14,0.0895522388059701
15,0.191489361702128
16,0.115942028985507
17,0.227272727272727
18,0.125
19,0.204545454545455
20,0.25531914893617
21,0.226190476190476
22,0.11864406779661
23,0.311111111111111
24,0.307692307692308
25,0.256756756756757
26,0.380952380952381
27,0.358974358974359
28,0.328358208955224
29,0.35632183908046
30,0.375
31,0.152173913043478
32,0.454545454545455
33,0.442857142857143
34,0.369565217391304
35,0.309859154929577
36,0.355263157894737
37,0.295774647887324
38,0.257575757575758
39,0.291139240506329
40,0.414634146341463
41,0.361111111111111
42,0.375
43,0.344827586206897
44,0.36231884057971
45,0.418918918918919
46,0.235294117647059
47,0.298245614035088
48,0.408163265306122
49,0.40625
50,0.338709677419355
51,0.231884057971014
52,0.365384615384615
53,0.26
54,0.326086956521739
55,0.338983050847458
56,0.274509803921569
57,0.318181818181818
58,0.25
59,0.228571428571429
60,0.239130434782609
61,0.285714285714286
62,0.261904761904762
63,0.205882352941176
64,0.15
65,0.135135135135135
66,0.203703703703704
67,0.157894736842105
68,0.105263157894737
69,0.230769230769231
70,0.2
71,0.25
72,0.25
73,0.180327868852459
74,0.306122448979592
75,0.263157894736842
76,0.22972972972973
77,0.181818181818182
78,0.181818181818182
79,0.25
80,0.204545454545455
81,0.24390243902439
82,0.318181818181818
83,0.432432432432432
84,0.259259259259259
85,0.321428571428571
86,0.259259259259259
87,0.402985074626866
88,0.388059701492537
89,0.193548387096774
90,0.310344827586207
91,0.223684210526316
92,0.363636363636364
93,0.328767123287671
94,0.311475409836066
95,0.2
96,0.357142857142857
97,0.269230769230769
98,0.333333333333333
99,0.352941176470588
100,0.254901960784314
101,0.313432835820896
102,0.276595744680851
103,0.321428571428571
104,0.23728813559322
105,0.32
106,0.228070175438596
107,0.225490196078431
108,0.265625
109,0.333333333333333
110,0.159090909090909
111,0.209302325581395
112,0.166666666666667
113,0.314814814814815
114,0.186046511627907
115,0.116666666666667
116,0.232558139534884
117,0.30188679245283
118,0.166666666666667
119,0.244897959183673
120,0.152173913043478
121,0.169811320754717
122,0.185714285714286
123,0.171428571428571
124,0.175438596491228
125,0.142857142857143
126,0.222222222222222
127,0.147058823529412
128,0.211538461538462
129,0.263888888888889
130,0.279411764705882
131,0.346666666666667
132,0.198019801980198
133,0.155555555555556
134,0.246913580246914
135,0.305882352941176
136,0.285714285714286
137,0.294117647058824
138,0.2
139,0.359375
140,0.393939393939394
141,0.253333333333333
142,0.328571428571429
143,0.256756756756757
144,0.309859154929577
145,0.216666666666667
146,0.297619047619048
147,0.371794871794872
148,0.26
149,0.368421052631579
150,0.283582089552239
151,0.369230769230769
152,0.318181818181818
153,0.220338983050847
154,0.32258064516129
155,0.353846153846154
156,0.26865671641791
157,0.212121212121212
158,0.202702702702703
159,0.202898550724638
160,0.206896551724138
161,0.142857142857143
162,0.136363636363636
163,0.205128205128205
164,0.214285714285714
165,0.0784313725490196
166,0.218181818181818
167,0.144178628389155
168,0.0701754385964912
169,0.166666666666667
170,0.238095238095238
171,0.25
172,0.183673469387755
173,0.163934426229508
174,0.136363636363636
175,0.2
176,0.264150943396226
177,0.116883116883117
178,0.138461538461538
179,0.26
180,0.0909090909090909
181,0.25
182,0.231884057971014
183,0.254545454545455
184,0.265625
185,0.328571428571429
186,0.24
187,0.270833333333333
188,0.257575757575758
189,0.264957264957265
190,0.36
191,0.365393258426966
192,0.370786516853933
193,0.226415094339623
194,0.318681318681319
195,0.381443298969072
196,0.342105263157895
197,0.25
198,0.347826086956522
199,0.376623376623377
200,0.388235294117647
201,0.204081632653061
202,0.26027397260274
203,0.269230769230769
204,0.240740740740741
205,0.357798165137615
206,0.278481012658228
207,0.31
208,0.241758241758242
209,0.34375
210,0.191780821917808
211,0.282352941176471
212,0.233766233766234
213,0.202898550724638
214,0.314285714285714
215,0.266666666666667
216,0.216216216216216
217,0.27027027027027
218,0.304347826086957
219,0.235294117647059
220,0.126984126984127
221,0.246753246753247
222,0.153846153846154
223,0.152941176470588
224,0.151515151515152
225,0.177215189873418
226,0.25
227,0.253521126760563
228,0.22680412371134
229,0.2
230,0.246913580246914
231,0.25
232,0.246753246753247
233,0.235294117647059
234,0.201680672268908
235,0.233870967741935
236,0.238461538461538
237,0.274193548387097
238,0.258426966292135
239,0.285714285714286
240,0.42741935483871
241,0.338709677419355
242,0.357142857142857
243,0.287037037037037
244,0.330645161290323
245,0.302816901408451
246,0.27972027972028
247,0.347058823529412
248,0.283870967741935
249,0.316129032258064
250,0.290540540540541
251,0.301204819277108
252,0.275641025641026
253,0.305732484076433
254,0.288590604026846
255,0.286549707602339
256,0.291925465838509
257,0.23943661971831
258,0.25
259,0.292682926829268
260,0.253846153846154
261,0.219354838709677
262,0.286713286713287
263,0.25
264,0.215189873417722
265,0.220472440944882
266,0.237762237762238
267,0.213414634146341
268,0.218543046357616
269,0.131944444444444
270,0.264705882352941
271,0.207792207792208
272,0.170542635658915
273,0.1796875
274,0.130434782608696
275,0.160839160839161
276,0.104
277,0.135714285714286
278,0.18796992481203
279,0.172661870503597
280,0.164473684210526
281,0.107692307692308
282,0.132867132867133
283,0.239766081871345
284,0.202614379084967
285,0.16025641025641
286,0.152542372881356
287,0.208588957055215
288,0.298850574712644
289,0.25
290,0.171875
291,0.219895287958115
292,0.217142857142857
293,0.221556886227545
294,0.27536231884058
295,0.229166666666667
296,0.166666666666667
297,0.225806451612903
298,0.184971098265896
299,0.229508196721311
300,0.252747252747253
301,0.236994219653179
302,0.293193717277487
303,0.217877094972067
304,0.235772357723577
305,0.239263803680982
306,0.255172413793103
307,0.245810055865922
308,0.253246753246753
309,0.254054054054054
310,0.208860759493671
311,0.207317073170732
312,0.180722891566265
313,0.219512195121951
314,0.212903225806452
315,0.231578947368421
316,0.216374269005848
317,0.192771084337349
318,0.219512195121951
319,0.0985915492957746
320,0.157894736842105
321,0.179640718562874
322,0.124137931034483
323,0.0916030534351145
324,0.152866242038217
325,0.114093959731544
326,0.102189781021898
327,0.146853146853147
328,0.0927152317880795
329,0.0866666666666667
330,0.0853658536585366
331,0.116883116883117
332,0.169014084507042
333,0.0909090909090909
334,0.0817610062893082
335,0.09375
336,0.144827586206897
337,0.132530120481928
338,0.140127388535032
339,0.0961538461538462
340,0.18
341,0.165562913907285
342,0.113095238095238
343,0.179856115107914
344,0.257352941176471
345,0.222222222222222
346,0.140127388535032
347,0.202453987730061
348,0.173913043478261
349,0.0952380952380952
350,0.235849056603774
351,0.222857142857143
352,0.194244604316547
353,0.192771084337349
354,0.184931506849315
355,0.189542483660131
356,0.207142857142857
357,0.186666666666667
358,0.135338345864662
359,0.165467625899281
360,0.140939597315436
361,0.148148148148148
362,0.192592592592593
363,0.16030534351145
364,0.193548387096774
365,0.16
366,0.179487179487179
367,0.190140845070423
368,0.164179104477612
369,0.189024390243902
370,0.106870229007634
371,0.155080213903743
372,0.130177514792899
373,0.112582781456954
374,0.207865168539326
375,0.12987012987013
376,0.108843537414966
377,0.126984126984127
378,0.160427807486631
379,0.113989637305699
380,0.0780487804878049
381,0.0943396226415094
382,0.183431952662722
383,0.164021164021164
384,0.107784431137725
385,0.16030534351145
386,0.108695652173913
387,0.139344262295082
388,0.11284046692607
389,0.0933333333333333
390,0.152941176470588
391,0.147058823529412
392,0.162878787878788
393,0.152985074626866
394,0.164835164835165
395,0.149797570850202
396,0.149466192170818
397,0.177215189873418
398,0.200680272108844
399,0.144876325088339
400,0.204460966542751
401,0.204225352112676
402,0.166666666666667
403,0.148936170212766
404,0.170454545454545
405,0.247967479674797
406,0.176706827309237
407,0.196787148594378
408,0.176706827309237
409,0.127659574468085
410,0.177083333333333
411,0.1875
412,0.258181818181818
413,0.194945848375451
414,0.206106870229008
415,0.212121212121212
416,0.225663716814159
417,0.223076923076923
418,0.209677419354839
419,0.214545454545455
420,0.193916349809886
421,0.207547169811321
422,0.224576271186441
423,0.211864406779661
424,0.154411764705882
425,0.136882129277567
426,0.25
427,0.184426229508197
428,0.168949771689498
429,0.154471544715447
430,0.18595041322314
431,0.193415637860082
432,0.137777777777778
433,0.138181818181818
434,0.126482213438735
435,0.151111111111111
436,0.134057971014493
437,0.117021276595745
438,0.125
439,0.178451178451178
440,0.151750972762646
441,0.127147766323024
442,0.158490566037736
443,0.166666666666667
444,0.175438596491228
445,0.181467181467181
446,0.208904109589041
447,0.18348623853211
448,0.232974910394265
449,0.235632183908046
450,0.203619909502262
451,0.2
452,0.224550898203593
453,0.219512195121951
454,0.227272727272727
455,0.131578947368421
456,0.237623762376238
457,0.231428571428571
458,0.247838616714697
459,0.198630136986301
460,0.175
461,0.202380952380952
462,0.24
463,0.225694444444444
464,0.247349823321555
465,0.214723926380368
466,0.233009708737864
467,0.22972972972973
468,0.269480519480519
469,0.19941348973607
470,0.189710610932476
471,0.227272727272727
472,0.200729927007299
473,0.207430340557276
474,0.179411764705882
475,0.207547169811321
476,0.173913043478261
477,0.206349206349206
478,0.16358024691358
479,0.111940298507463
480,0.140065146579805
481,0.143730886850153
482,0.156996587030717
483,0.129032258064516
484,0.125
485,0.157377049180328
486,0.0896057347670251
487,0.0984126984126984
488,0.111111111111111
489,0.109756097560976
490,0.119266055045872
491,0.0843881856540084
492,0.0952380952380952
493,0.122977346278317
494,0.138036809815951
495,0.129370629370629
496,0.0996784565916399
497,0.126712328767123
498,0.109034267912773
499,0.158576051779935
500,0.106529209621993
501,0.123028391167192
502,0.137809187279152
503,0.184713375796178
504,0.215339233038348
505,0.144808743169399
506,0.234828496042216
507,0.215017064846416
508,0.225
509,0.190322580645161
510,0.200956937799043
511,0.204986149584488
512,0.18961038961039
513,0.181547619047619
514,0.158208955223881
515,0.204030226700252
516,0.192528735632184
517,0.169354838709677
518,0.202970297029703
519,0.186700767263427
520,0.234146341463415
521,0.221945137157107
522,0.187817258883249
523,0.202469135802469
524,0.202216066481994
525,0.17983651226158
526,0.152354570637119
527,0.16839378238342
528,0.169871794871795
529,0.180371352785146
530,0.170731707317073
531,0.157434402332362
532,0.186246418338109
533,0.193548387096774
534,0.169139465875371
535,0.137931034482759
536,0.175824175824176
537,0.127659574468085
538,0.138888888888889
539,0.13659793814433
540,0.126582278481013
541,0.17156862745098
542,0.157142857142857
543,0.122015915119363
544,0.149732620320856
545,0.171794871794872
546,0.139204545454545
547,0.147138964577657
548,0.119289340101523
549,0.134020618556701
550,0.174386920980926
551,0.134796238244514
552,0.124324324324324
553,0.142131979695431
554,0.188585607940447
555,0.177631578947368
556,0.214452214452214
557,0.195175438596491
558,0.177057356608479
559,0.203090507726269
560,0.173410404624277
561,0.222698072805139
562,0.25462962962963
563,0.245967741935484
564,0.224096385542169
565,0.203557312252964
566,0.211136890951276
567,0.23495145631068
568,0.178823529411765
569,0.252895752895753
570,0.192771084337349
571,0.255198487712665
572,0.210191082802548
